ra,dec,mag
3.0237928774569123,-0.5560204481156585,3.54
3.035920734096708,-1.099903719533316,3.11
3.078797714231677,-1.164636620132969,3.63
3.080728222917308,0.8339079493471339,3.69
3.0938569386166592,0.2543304257981649,2.14
3.100993328128677,0.030800139469209294,3.59
3.114671298943631,0.9371503530681505,2.41
3.178063926304093,-0.8852733208458848,2.58
3.1857702530833487,-0.39478939273066765,3.02
3.192434618299164,-0.9140020511989496,3.97
3.207677887653769,-1.0253622256170871,2.79
3.2088976110015253,0.9954069476788908,3.32
3.2105602989134376,-0.30616441820107637,2.58
3.228448789282366,-0.01163790781217575,3.89
3.234801351427312,-1.0541988871310954,3.59
3.2576512019944217,-1.1012869104188139,0.77
3.2639396232893576,-0.8766899661175019,3.91
3.271900419073554,-0.28824866578923214,2.94
3.2775788477949175,-0.9968135957895357,1.59
3.283261203507098,-1.2589581399015595,3.84
3.287691896346211,1.2180345322654225,3.85
3.2916353805246295,-0.408350478845616,2.65
3.3038399443850497,-1.206643222023261,2.69
3.3061058180864515,-0.8472055780114935,3.85
3.322750237764559,-0.8545112470076615,2.2
3.323371749511194,-0.025296365846092815,2.74
3.343530564171116,-1.188710923890108,3.04
3.349817152870337,-1.0417654582458606,1.25
3.377335671920069,0.9766831252766657,1.76
3.38420869124796,0.059297037737731755,3.39
3.3860627545123534,0.6687818950303447,2.89
3.4128895995795197,0.19127325071993656,2.85
3.4132773244728507,-1.2487630957820075,3.61
3.4859528345258948,-0.40441917706537633,2.99
3.493266724022839,-0.6407504237134516,2.75
3.50778376187569,0.9586284097497777,2.23
3.513317153736213,-0.19480181777527855,0.98
3.5134559074117466,0.9597209160483561,3.99
3.5388483536331616,-0.6877872564942091,3.9
3.554769683402167,-0.010399020749232615,3.38
3.577435227200266,-0.9331646144685412,2.29
3.61082983350915,0.8606788391584815,1.85
3.619396956675489,-0.7275877796632728,3.41
3.6198852125337346,-0.7413064690096761,3.47
3.641998883222353,0.3211007365001336,2.68
3.645731095294818,-0.8253378416677736,2.55
3.6576479416280474,-0.7347967574188802,3.83
3.6594284392644694,-0.7819700574938512,3.87
3.6818756423731442,-1.053708309984945,0.61
3.684345981396417,1.1235705412699917,3.67
3.692992691576647,-0.4656950516557267,3.25
3.6943545719919784,-0.6347754460988817,2.06
3.733528923385304,0.33479621296748546,-0.05
3.749856304004786,-0.8038653700397527,3.55
3.804076004415541,0.5300815742120291,3.57
3.8051588066834783,0.6686051455369953,3.04
3.8201206416961995,-0.735792834276286,2.33
3.838069607723709,-1.0618286463160662,1.35
3.838179301667197,-1.06175317827921,-0.01
3.8447386853285046,0.23960403570153757,3.78
3.848142862768057,-0.8270801165935768,2.3
3.8506742010486867,-1.1340300900376834,3.18
3.853077781228071,-0.0987543419093908,3.87
3.8614844213696893,0.4725343163158842,2.35
3.8669895388963296,0.033037075611612864,3.73
3.8740290626348615,-1.3795911613690803,3.83
3.8864394008140923,1.2942577207291177,2.07
3.8871912886558513,-0.27998184397399095,2.75
3.9205864185635106,-0.7528296214235334,2.68
